customer_id,total_revenue,total_orders,tenure_days,status,avg_order_value,purchase_frequency,historical_clv,predicted_clv
CUST1099,990.57,1,209,active,990.57,0.6358885017421603,990.57,881.8489024390243
CUST1100,844.26,1,1148,cancelled,844.26,0.24124256444150693,844.26,285.1400264375413
CUST1101,347.31000000000006,1,889,active,347.31000000000006,0.29106858054226475,347.31000000000006,141.52744019138757
CUST1102,1574.32,1,329,active,1574.32,0.5259365994236311,1574.32,1159.1895100864551
CUST1103,421.70000000000005,1,658,active,421.70000000000005,0.3567937438905181,421.70000000000005,210.6438905180841
CUST1104,760.96,1,447,paused,760.96,0.44950738916256155,760.96,478.88
CUST1105,1432.6,1,771,active,1432.6,0.32130281690140844,1432.6,644.4177816901407
CUST1106,1981.8000000000002,1,890,cancelled,1981.8000000000002,0.2908366533864542,1981.8000000000002,806.9321115537849
CUST1107,1611.68,1,508,active,1611.68,0.41809851088201605,1611.68,943.3774112256586
CUST1108,430.68,1,861,cancelled,430.68,0.29771615008156604,430.68,179.5085481239804
CUST1109,1400.04,1,516,cancelled,1400.04,0.41430192962542567,1400.04,812.0549829738933
CUST1110,1061.4,1,296,active,1061.4,0.5521936459909228,1061.4,820.5376701966717
CUST1111,1770.24,1,333,paused,1770.24,0.5229226361031519,1770.24,1295.977994269341
CUST1112,1982.24,1,964,paused,1982.24,0.2746425884123401,1982.24,762.1705342362678
CUST1113,1810.76,1,574,cancelled,1810.76,0.3887113951011715,1810.76,985.4082641107561
CUST1114,987.72,1,527,active,987.72,0.4091928251121076,987.72,565.8351121076232
CUST1115,287.4,1,67,active,287.4,0.8449074074074074,287.4,339.95694444444445
CUST1116,1293.78,1,669,active,1293.78,0.3529980657640232,1293.78,639.3825725338492
CUST1117,1645.52,1,161,cancelled,1645.52,0.6939163498098859,1645.52,1598.5945247148286
CUST1118,338.72,1,931,active,338.72,0.2816358024691358,338.72,133.55395061728396
CUST1119,1570.41,1,1020,active,1570.41,0.2635379061371841,1570.41,579.4075884476533
CUST1120,612.0600000000001,1,628,cancelled,612.0600000000001,0.3675730110775428,612.0600000000001,314.9674320241692
CUST1121,1949.95,1,545,active,1949.95,0.40109890109890106,1949.95,1094.9719230769228
CUST1122,129.42000000000002,1,747,cancelled,129.42000000000002,0.32823741007194246,129.42000000000002,59.472679856115114
CUST1123,1298.36,1,518,cancelled,1298.36,0.4133635334088335,1298.36,751.3725481313702
CUST1124,1929.76,1,794,cancelled,1929.76,0.31492666091458155,1929.76,850.8260224331319
CUST1125,1608.48,1,264,active,1608.48,0.5802861685214626,1608.48,1306.7301748807631
CUST1126,178.81,1,1227,active,178.81,0.2292713567839196,178.81,57.39441582914573
CUST1127,838.45,1,217,cancelled,838.45,0.627147766323024,838.45,736.1648625429552
CUST1128,117.35999999999999,1,14,active,117.35999999999999,0.9630606860158311,117.35999999999999,158.23472295514506
CUST1129,510.81000000000006,1,991,active,510.81000000000006,0.2691740412979351,510.81000000000006,192.49550884955752
CUST1130,1936.1,1,657,cancelled,1936.1,0.35714285714285715,1936.1,968.0499999999998
CUST1131,1106.04,1,1174,cancelled,1106.04,0.23716699155295648,1106.04,367.2426510721247
CUST1132,1328.56,1,334,active,1328.56,0.5221745350500715,1328.56,971.2362804005721
CUST1133,213.25,1,493,active,213.25,0.42540792540792544,213.25,127.00553613053613
CUST1134,191.70000000000002,1,1170,active,191.70000000000002,0.23778501628664497,191.70000000000002,63.81674267100978
CUST1135,782.46,1,363,cancelled,782.46,0.5013736263736264,782.46,549.2267307692307
CUST1136,722.82,1,179,active,722.82,0.6709558823529411,722.82,678.9724632352941
CUST1137,49.32000000000001,1,1166,active,49.32000000000001,0.23840627041149576,49.32000000000001,16.46147615937296
CUST1138,759.8000000000001,1,32,active,759.8000000000001,0.9193954659949621,759.8000000000001,977.9793450881612
CUST1139,1375.02,1,42,active,1375.02,0.8968058968058968,1375.02,1726.376461916462
CUST1140,1259.02,1,741,active,1259.02,0.33001808318264014,1259.02,581.6991139240506
CUST1141,1749.76,1,590,cancelled,1749.76,0.3821989528795811,1749.76,936.2590157068062
CUST1142,710.88,1,665,cancelled,710.88,0.35436893203883496,710.88,352.6793009708738
CUST1143,897.48,1,1284,active,897.48,0.22134627046694966,897.48,278.1153911461492
CUST1144,1985.2000000000003,1,959,active,1985.2000000000003,0.2756797583081571,1985.2000000000003,766.1912386706949
CUST1145,1503.0,1,1125,cancelled,1503.0,0.24496644295302017,1503.0,515.458389261745
CUST1146,726.36,1,957,active,726.36,0.2760968229954614,726.36,280.76396369137666
CUST1147,1300.77,1,919,active,1300.77,0.2842679127725857,1300.77,517.6740420560748
CUST1148,1151.4,1,963,active,1151.4,0.2748493975903614,1151.4,443.046234939759
CUST1149,49.44,1,865,cancelled,49.44,0.2967479674796748,49.44,20.53970731707317
CUST1150,1903.38,1,380,cancelled,1903.38,0.48993288590604034,1903.38,1305.5398389261748
CUST1151,1254.16,1,491,active,1254.16,0.42640186915887845,1254.16,748.6866355140186
CUST1152,1205.1899999999998,1,435,active,1205.1899999999998,0.45625000000000004,1205.1899999999998,769.8151124999998
CUST1153,1308.29,1,712,active,1308.29,0.33890436397400187,1308.29,620.7392664809656
CUST1154,1546.0,1,1529,cancelled,1546.0,0.19271383315733898,1546.0,417.1098204857445
CUST1155,37.35,1,886,cancelled,37.35,0.2917665867306155,37.35,15.256474820143882
CUST1156,421.02,1,1041,active,421.02,0.259601706970128,421.02,153.0165149359886
CUST1157,1294.58,1,570,cancelled,1294.58,0.39037433155080214,1294.58,707.5191229946523
CUST1158,174.4,1,326,active,174.4,0.5282199710564399,174.4,128.97018813314037
CUST1159,214.38,1,853,active,214.38,0.2996715927750411,214.38,89.94103448275861
CUST1160,1447.8000000000002,1,164,active,1447.8000000000002,0.6899810964083176,1447.8000000000002,1398.5364839319473
CUST1161,876.75,1,14,active,876.75,0.9630606860158311,876.75,1182.1088390501318
CUST1162,837.48,1,1095,cancelled,837.48,0.25,837.48,293.118
CUST1163,1600.32,1,538,cancelled,1600.32,0.40420819490586934,1600.32,905.607441860465
CUST1164,1802.4,1,115,paused,1802.4,0.7604166666666667,1802.4,1918.8050000000003
CUST1165,1793.0099999999998,1,456,active,1793.0099999999998,0.44457978075517657,1793.0099999999998,1115.9903897685747
CUST1166,233.28000000000003,1,1177,cancelled,233.28000000000003,0.23670557717250323,233.28000000000003,77.30614785992218
CUST1167,94.80000000000001,1,567,cancelled,94.80000000000001,0.3916309012875537,94.80000000000001,51.97725321888413
CUST1168,759.9,1,711,active,759.9,0.3392193308550186,759.9,360.88187732342004
CUST1169,211.92000000000002,1,544,active,211.92000000000002,0.40154015401540155,211.92000000000002,119.13214521452146
CUST1170,1449.27,1,1088,active,1449.27,0.25120440467997246,1449.27,509.6882105987611
CUST1171,1242.34,1,1152,cancelled,1242.34,0.24060646011865527,1242.34,418.4810415293342
CUST1172,1308.25,1,420,cancelled,1308.25,0.464968152866242,1308.25,851.6124203821654
CUST1173,1664.3000000000002,1,935,cancelled,1664.3000000000002,0.28076923076923077,1664.3000000000002,654.1979230769231
CUST1174,205.35000000000002,1,639,active,205.35000000000002,0.36354581673306774,205.35000000000002,104.51578685258964
CUST1175,1099.84,1,887,active,1099.84,0.2915335463258786,1099.84,448.8963578274759
CUST1176,1718.8,1,368,cancelled,1718.8,0.4979536152796725,1718.8,1198.2357435197814
CUST1177,932.76,1,715,paused,932.76,0.3379629629629629,932.76,441.3336666666666
CUST1178,1986.96,1,247,cancelled,1986.96,0.5964052287581699,1986.96,1659.0466666666666
CUST1179,696.68,1,74,active,696.68,0.8314350797266514,696.68,810.9418678815489
CUST1180,112.19999999999999,1,387,active,112.19999999999999,0.4853723404255319,112.19999999999999,76.24228723404254
CUST1181,1543.22,1,393,cancelled,1543.22,0.48153034300791553,1543.22,1040.3501583113455
CUST1182,1465.6,1,1457,active,1465.6,0.20032930845225025,1465.6,411.04368825466514
CUST1183,1727.04,1,543,active,1727.04,0.40198237885462557,1727.04,971.9355066079295
CUST1184,1071.13,1,607,active,1071.13,0.37551440329218105,1071.13,563.1146399176955
CUST1185,198.63,1,971,active,198.63,0.27320359281437123,198.63,75.97300149700597
CUST1186,800.84,1,1434,active,800.84,0.2028904947192885,800.84,227.475953307393
CUST1187,1357.34,1,688,cancelled,1357.34,0.34662867996201324,1357.34,658.6901614434946
CUST1188,1378.74,1,1234,active,1378.74,0.2282676672920575,1378.74,440.6104690431519
CUST1189,1085.8799999999999,1,127,active,1085.8799999999999,0.741869918699187,1085.8799999999999,1127.8143902439022
CUST1190,741.7,1,532,cancelled,741.7,0.40691192865105913,741.7,422.52920847268683
CUST1191,894.81,1,252,cancelled,894.81,0.5915721231766613,894.81,741.0825121555915
CUST1192,1496.16,1,864,active,1496.16,0.2969894222945484,1496.16,622.0811716842961
CUST1193,1229.97,1,657,active,1229.97,0.35714285714285715,1229.97,614.985
CUST1194,357.66,1,284,cancelled,357.66,0.5624036979969184,357.66,281.60902927580895
CUST1195,1198.3799999999999,1,399,active,1198.3799999999999,0.4777486910994765,1198.3799999999999,801.5342670157067
CUST1196,276.84000000000003,1,803,active,276.84000000000003,0.3125,276.84000000000003,121.11750000000002
CUST1197,1717.0,1,153,active,1717.0,0.7046332046332047,1717.0,1693.7972972972973
CUST1198,1104.48,1,681,cancelled,1104.48,0.3489483747609943,1104.48,539.5691013384321
CUST1199,1512.48,1,169,active,1512.48,0.6835205992509363,1512.48,1447.3357303370785
CUST1200,1932.48,1,800,cancelled,1932.48,0.3133047210300429,1932.48,847.6371502145923
CUST1201,833.52,1,796,cancelled,833.52,0.31438415159345395,833.52,366.863669250646
CUST1202,1798.6799999999998,1,416,active,1798.6799999999998,0.46734955185659416,1798.6799999999998,1176.8572087067862
CUST1203,1780.08,1,601,cancelled,1780.08,0.3778467908902691,1780.08,941.6365217391302
CUST1204,126.32,1,896,active,126.32,0.2894528152260111,126.32,51.189151467089594
CUST1205,1484.8,1,1341,cancelled,1484.8,0.21395076201641267,1484.8,444.7437280187573
CUST1206,1578.12,1,747,active,1578.12,0.32823741007194246,1578.12,725.1972302158273
CUST1207,1212.26,1,140,active,1212.26,0.7227722772277227,1212.26,1226.6630891089108
CUST1208,1790.4,1,339,active,1790.4,0.5184659090909091,1790.4,1299.565909090909
CUST1209,1165.24,1,886,active,1165.24,0.2917665867306155,1165.24,475.96933653077537
CUST1210,362.64,1,337,active,362.64,0.51994301994302,362.64,263.97299145299144
CUST1211,1573.83,1,347,paused,1573.83,0.5126404494382023,1573.83,1129.5324859550562
CUST1212,1388.6999999999998,1,656,cancelled,1388.6999999999998,0.35749265426052895,1388.6999999999998,695.0300685602351
CUST1213,1470.03,1,1299,cancelled,1470.03,0.21935096153846154,1470.03,451.4334915865384
CUST1214,1068.34,1,414,cancelled,1068.34,0.4685494223363286,1068.34,700.7981258023106
CUST1215,1208.24,1,802,active,1208.24,0.31276778063410454,1208.24,529.0579605826906
CUST1216,1218.8,1,48,active,1218.8,0.8837772397094432,1218.8,1508.006779661017
CUST1217,1940.19,1,221,active,1940.19,0.6228668941979523,1940.19,1691.872167235495
CUST1218,90.95,1,973,active,90.95,0.2727952167414051,90.95,34.73501494768311
CUST1219,1627.8,1,131,active,1627.8,0.7358870967741936,1627.8,1677.0278225806453
CUST1220,788.61,1,401,paused,788.61,0.4765013054830287,788.61,526.0831723237598
CUST1221,1385.6,1,1688,active,1385.6,0.17778860204578667,1385.6,344.8814417924988
CUST1222,1990.9,1,766,active,1990.9,0.32272325375773653,1990.9,899.5136162687887
CUST1223,1694.56,1,654,active,1694.56,0.35819430814524045,1694.56,849.7744455348382
CUST1224,1534.6200000000001,1,1109,active,1534.6200000000001,0.24762550881953868,1534.6200000000001,532.0154816824967
CUST1225,508.16,1,553,active,508.16,0.3976034858387799,508.16,282.86466230936816
CUST1226,1586.55,1,542,active,1586.55,0.402425578831312,1586.55,893.8556229327453
CUST1227,872.32,1,1350,active,872.32,0.21282798833819244,872.32,259.91575510204086
CUST1228,1466.56,1,340,active,1466.56,0.5177304964539007,1466.56,1062.9959716312055
CUST1229,1391.04,1,905,active,1391.04,0.2874015748031496,1391.04,559.7019212598424
CUST1230,1767.44,1,339,active,1767.44,0.5184659090909091,1767.44,1282.9003409090908
CUST1231,1331.03,1,871,active,1331.03,0.2953074433656958,1331.03,550.2882928802588
CUST1232,672.0,1,449,cancelled,672.0,0.4484029484029484,672.0,421.8574938574938
CUST1233,1199.25,1,787,active,1199.25,0.3168402777777778,1199.25,531.958984375
CUST1234,1892.34,1,1146,cancelled,1892.34,0.24156187954996688,1892.34,639.964090006618
CUST1235,641.68,1,769,cancelled,641.68,0.3218694885361552,641.68,289.1520987654321
CUST1236,535.36,1,296,active,535.36,0.5521936459909228,535.36,413.87134644478056
CUST1237,1146.76,1,270,cancelled,1146.76,0.5748031496062993,1146.76,922.8257637795277
CUST1238,441.44,1,423,active,441.44,0.4631979695431472,441.44,286.2637563451776
CUST1239,180.25,1,792,active,180.25,0.31547104580812446,180.25,79.6091184096802
CUST1240,44.519999999999996,1,323,active,44.519999999999996,0.5305232558139534,44.519999999999996,33.06645348837209
CUST1241,1721.12,1,494,active,1721.12,0.42491268917345754,1721.12,1023.8560186263096
CUST1242,923.8499999999999,1,1455,active,923.8499999999999,0.20054945054945053,923.8499999999999,259.3886538461538
CUST1243,235.7,1,206,active,235.7,0.6392294220665499,235.7,210.9329246935201
CUST1244,1399.6,1,528,active,1399.6,0.40873460246360577,1399.6,800.8909294512877
CUST1245,929.56,1,265,active,929.56,0.5793650793650793,929.56,753.9764444444444
CUST1246,1067.0,1,1158,active,1067.0,0.2396585686145765,1067.0,358.0019697964544
CUST1247,65.64,1,856,active,65.64,0.2989352989352989,65.64,27.470958230958225
CUST1248,1792.08,1,84,paused,1792.08,0.8129175946547884,1792.08,2039.538708240534
CUST1249,1179.6,1,720,cancelled,1179.6,0.33640552995391704,1179.6,555.5535483870967
CUST1250,643.44,1,1364,active,643.44,0.2111046847888953,643.44,190.16647773279354
CUST1251,538.08,1,538,active,538.08,0.40420819490586934,538.08,304.49488372093026
CUST1252,1348.1,1,1070,paused,1348.1,0.2543554006968641,1348.1,480.05512195121935
CUST1253,214.01,1,88,active,214.01,0.805739514348786,214.01,241.41083885209713
CUST1254,736.4,1,928,active,736.4,0.28228924980665115,736.4,291.02892498066507
CUST1255,1120.48,1,312,paused,1120.48,0.5391432791728212,1120.48,845.7389660265878
CUST1256,262.89,1,1201,active,262.89,0.2330779054916986,262.89,85.78339080459769
CUST1257,908.16,1,1194,cancelled,908.16,0.23412443874278382,908.16,297.67143040410514
CUST1258,550.9699999999999,1,1691,active,550.9699999999999,0.17752918287937744,550.9699999999999,136.9385554474708
CUST1259,850.56,1,1519,active,850.56,0.1937367303609342,850.56,230.69859872611462
CUST1260,1570.05,1,235,active,1570.05,0.6083333333333334,1570.05,1337.1592500000002
CUST1261,992.04,1,1064,paused,992.04,0.2554233729881036,992.04,354.74628411476556
CUST1262,1098.68,1,179,active,1098.68,0.6709558823529411,1098.68,1032.032132352941
CUST1263,369.54999999999995,1,914,paused,369.54999999999995,0.28537920250195464,369.54999999999995,147.64663799843626
CUST1264,661.04,1,678,cancelled,661.04,0.34995206136145734,661.04,323.86523489932887
CUST1265,1865.18,1,630,cancelled,1865.18,0.3668341708542714,1865.18,957.8964623115578
CUST1266,1624.53,1,317,paused,1624.53,0.5351906158357771,1624.53,1217.206495601173
CUST1267,667.14,1,540,active,667.14,0.40331491712707185,667.14,376.6945193370165
CUST1268,1524.8,1,855,active,1524.8,0.29918032786885246,1524.8,638.6662295081967
CUST1269,629.6,1,293,cancelled,629.6,0.554711246200608,629.6,488.9446808510639
CUST1270,682.9200000000001,1,559,cancelled,682.9200000000001,0.39502164502164505,682.9200000000001,377.67545454545456
CUST1271,350.08,1,1215,paused,350.08,0.23101265822784814,350.08,113.2220759493671
CUST1272,1906.4,1,147,active,1906.4,0.712890625,1906.4,1902.6765624999998
CUST1273,1483.68,1,708,active,1483.68,0.3401677539608574,1483.68,706.5801304753029
CUST1274,1023.1200000000001,1,171,active,1023.1200000000001,0.6809701492537313,1023.1200000000001,975.3998507462687
CUST1275,1460.88,1,227,active,1460.88,0.6165540540540541,1460.88,1260.9960810810812
CUST1276,116.4,1,816,cancelled,116.4,0.3090601185436071,116.4,50.364436917866215
CUST1277,1349.34,1,526,active,1349.34,0.40965207631874295,1349.34,773.8639057239055
CUST1278,1711.43,1,713,paused,1711.43,0.3385899814471243,1711.43,811.2622727272727
CUST1279,568.18,1,1060,cancelled,568.18,0.256140350877193,568.18,203.7473543859649
CUST1280,958.28,1,228,active,958.28,0.6155143338954469,958.28,825.7691062394603
CUST1281,307.86,1,121,cancelled,307.86,0.7510288065843621,307.86,323.6964197530864
CUST1282,212.88,1,817,active,212.88,0.30879864636209814,212.88,92.03187817258882
CUST1283,1408.55,1,106,active,1408.55,0.7749469214437368,1408.55,1528.1720806794056
CUST1284,1495.23,1,1738,paused,1495.23,0.17356157869709937,1495.23,363.32027104136944
CUST1285,1055.39,1,737,cancelled,1055.39,0.3312159709618875,1055.39,489.386833030853
CUST1286,787.64,1,771,paused,787.64,0.32130281690140844,787.64,354.29933098591545
CUST1287,1753.29,1,1207,active,1753.29,0.23218829516539438,1753.29,569.930782442748
CUST1288,1047.05,1,785,active,1047.05,0.3173913043478261,1047.05,465.2543913043478
CUST1289,988.82,1,259,cancelled,988.82,0.5849358974358974,988.82,809.7548397435896
CUST1290,935.15,1,770,active,935.15,0.32158590308370044,935.15,421.0234801762114
CUST1291,1259.52,1,122,active,1259.52,0.7494866529774128,1259.52,1321.5908008213553
CUST1292,1169.35,1,3,cancelled,1169.35,0.9918478260869564,1169.35,1623.7441576086953
CUST1293,1026.42,1,11,active,1026.42,0.9707446808510638,1026.42,1394.9484574468086
CUST1294,777.2,1,338,active,777.2,0.519203413940256,777.2,564.9348506401138
CUST1295,1579.0,1,842,active,1579.0,0.3024026512013256,1579.0,668.4913007456503
CUST1296,1862.0,1,1096,active,1862.0,0.24982888432580425,1862.0,651.2539356605065
CUST1297,1786.22,1,1262,paused,1786.22,0.22433927473878304,1786.22,561.0070190534726
CUST1298,1735.92,1,802,cancelled,1735.92,0.31276778063410454,1735.92,760.1157840616966
CUST1299,97.92,1,1036,cancelled,97.92,0.2605281941470378,97.92,35.71528907922912
CUST1300,1226.18,1,446,active,1226.18,0.4500616522811344,1226.18,772.5992355117139
CUST1301,1840.08,1,231,active,1840.08,0.6124161073825504,1840.08,1577.6524832214766
